perno,address,dateFrom,dateTo,postcode,long,lat
6287,"340 Walsh green, Joycebury, EN7 8GG",2016-07-01,,EN7 8GG,-0.0689,51.7119
6288,"289 Amanda causeway, Bradshawhaven, N3 9BN",2011-03-14,,N3 9BN,-0.1943,51.6004
6288,"Flat 02e, Kate falls, South Meganmouth, LL1 5LT",2020-01-16,,LL1 5LT,,
6288,"Flat 39, Glover forks, Lake Bradleyside, DG1R 0PX",2020-08-23,,DG1R 0PX,,
6289,"Flat 3, Jane mall, East Marilyn, E65 6UA",2006-05-22,,E65 6UA,,
629,"74 Doherty forges, Evansland, L90 1BG",2016-06-02,,L90 1BG,,
6290,"4 Taylor turnpike, Catherineport, WC9H 4DP",2021-04-28,2012-12-09 00:00:00,WC9H 4DP,,
6291,"3 Sylvia trail, Port Charlotteshire, PR8E 6TT",2010-07-30,2019-08-28 00:00:00,PR8E 6TT,,
6292,"Studio 86, Crawford lane, South Rachael, PL9N 1BA",2010-03-13,,PL9N 1BA,,
6293,"Studio 76, Begum avenue, Smithchester, N2 2WX",2015-12-27,2014-01-02 00:00:00,N2 2WX,-0.1531,51.59
6293,"7 Ford bridge, Frederickmouth, S5S 6TD",2015-12-27,2021-05-21 00:00:00,S5S 6TD,,
6293,"Flat 33F, Malcolm trail, Alexandrahaven, CM9Y 9YJ",2016-02-19,,CM9Y 9YJ,,
6294,"Flat 45n, King key, Duncanville, E34 6PU",2006-08-31,,E34 6PU,,
6294,"Flat 91h, Grace club, South Linda, EC17 9WT",2008-06-23,2012-04-16 00:00:00,EC17 9WT,,
6295,"72 Amy land, South Angelachester, E9A 5PT",2007-06-24,,E9A 5PT,,
6295,"Studio 72, Grant garden, South Neilburgh, EH39 5BN",2009-10-28,,EH39 5BN,-2.7334,56.0277
6295,"4 Stacey centers, Jonesfort, NW3 7TT",2013-01-24,,NW3 7TT,-0.168075,51.5462
6296,"815 Howard run, East Jillfurt, WN3H 8TB",2013-09-07,2011-01-10 00:00:00,WN3H 8TB,,
6297,"523 Wilkinson rapids, Lake Stanley, SS2E 9WS",2005-07-02,2018-03-22 00:00:00,SS2E 9WS,,
6297,"Flat 81G, Burton brooks, North Kieran, IG05 8SU",2016-09-15,,IG05 8SU,,
6298,"Studio 59, Claire street, Brayburgh, L0U 4UH",2013-11-06,,L0U 4UH,,
6299,"Flat 26, Mohammad stravenue, New Elliot, N33 0TD",2009-10-11,,N33 0TD,,
63,"Studio 04, Shaw roads, North Antonyshire, PO78 0EZ",2007-04-25,2007-12-28 00:00:00,PO78 0EZ,,
63,"2 Coates fort, New David, WS0 8FT",2008-12-10,,WS0 8FT,,
63,"979 Duffy trail, Howardburgh, S6 3EZ",2017-09-16,,S6 3EZ,-1.5452,53.3931
630,"14 Giles hills, West Amy, W3S 0QG",2013-04-23,,W3S 0QG,,
6300,"Flat 43, Heather coves, Staceyshire, LL6Y 1HX",2006-02-09,,LL6Y 1HX,,
6300,"Flat 1, Karen square, Port Abdulton, S6 5YR",2010-09-09,,S6 5YR,-1.5452,53.3931
6301,"Studio 7, Sharp mill, New Molly, L65 8ZA",2020-01-14,,L65 8ZA,,
6302,"511 Williams junction, North Paultown, HP80 1DR",2009-09-15,,HP80 1DR,,
6303,"Studio 12I, Amelia manors, West Rhysfort, EH4R 0PJ",2014-09-15,,EH4R 0PJ,,
6304,"Flat 16, Turner hollow, New Robertberg, ZE1R 7SW",2008-11-29,,ZE1R 7SW,,
6305,"Flat 98q, Allan shoals, Christopherbury, TN50 8XN",2008-10-09,,TN50 8XN,,
6305,"Flat 2, Harper lock, Anthonyland, E8 7QL",2010-02-21,2020-04-15 00:00:00,E8 7QL,-0.0629,51.548
6306,"0 Guy trail, Marionborough, DL3E 0LR",2020-01-29,,DL3E 0LR,,
6307,"4 Elliot ferry, South Andreaberg, W5 9FL",2021-09-27,,W5 9FL,-0.2851888888888889,51.513
6308,"Studio 61S, Joyce street, Thomasfurt, S17 5ST",2006-07-20,,S17 5ST,-1.54055,53.3269
6309,"5 Joyce canyon, Bakerland, HX7 6DS",2018-08-17,,HX7 6DS,-2.0200181818181817,53.7341
631,"2 Lucy pass, Lake Cliveborough, E26 8EA",2012-01-02,,E26 8EA,,
6310,"95 Pamela court, Port Melanie, TA4 4YR",2010-05-12,2010-08-07 00:00:00,TA4 4YR,-3.287942553191489,51.0479
6311,"Studio 1, Walker village, Port Anthony, WR99 8TT",2010-04-20,2014-06-05 00:00:00,WR99 8TT,-2.1995500000000003,52.1916
6312,"729 Keith plain, Lisaland, RM1M 6ZJ",2011-08-07,,RM1M 6ZJ,,
6313,"531 Bernard inlet, South Teresa, B0U 2UB",2012-11-22,,B0U 2UB,,
6313,"10 Ellis corner, Port Jean, G34 1JJ",2017-01-22,,G34 1JJ,-4.1114,55.8681
6314,"Flat 45a, McDonald fork, Alanbury, NE0 1FW",2012-08-15,,NE0 1FW,,
6315,"Studio 34, Holt manor, South Josephineview, S3D 2QL",2006-12-18,,S3D 2QL,,
6315,"19 Damian turnpike, Petersmouth, E2 5HA",2017-07-01,,E2 5HA,-0.055525,51.5386
6316,"470 Arnold ports, North Kerry, S0 1FP",2021-11-04,,S0 1FP,,
6317,"924 Dawn crescent, West Claire, PE02 0US",2005-04-18,,PE02 0US,,
6318,"404 Butler ways, Laurenbury, G1 2RN",2020-10-09,,G1 2RN,-4.2576,55.8651
6319,"9 Katie meadow, Wallmouth, M3A 7FG",2005-05-27,2016-03-14 00:00:00,M3A 7FG,,
6319,"Studio 84t, Smith creek, Lake Jacob, TN81 6NA",2006-05-06,,TN81 6NA,,
632,"Flat 6, Bell views, Michaelfurt, NN2 0FJ",2015-04-28,,NN2 0FJ,-0.90015,52.2833
6320,"Studio 37, Diana highway, New Duncanport, W8F 8LY",2015-10-24,,W8F 8LY,,
6321,"4 Anthony river, West Sam, SW23 6AS",2014-01-25,,SW23 6AS,,
6322,"Studio 77, King valleys, Natalieville, E4 4ZS",2006-07-14,,E4 4ZS,0.0005,51.6303
6322,"051 Young fork, North Samuelland, B81 0SX",2011-03-05,,B81 0SX,,
6323,"Studio 60Y, Hawkins haven, East Margaretside, WC9A 5JL",2007-09-09,,WC9A 5JL,,
6323,"Studio 73q, Caroline mountains, Watsonfort, W9U 0HW",2009-12-18,2015-10-28 00:00:00,W9U 0HW,,
6324,"6 Lane trafficway, New Alex, B89 2GZ",2011-06-18,,B89 2GZ,,
6324,"Studio 66, Marshall glens, Morganberg, S0 3BZ",2012-07-11,,S0 3BZ,,
6325,"Flat 6, Connor drive, Lake Jacobview, W05 3XG",2010-01-13,,W05 3XG,,
6325,"Studio 4, Moore ways, Smithstad, WC3A 1UB",2016-03-28,,WC3A 1UB,,
6325,"8 Richards coves, Marionstad, N5E 4TU",2020-07-03,,N5E 4TU,,
6326,"69 Clarke mountains, West Katy, G1K 3WB",2006-12-06,,G1K 3WB,,
6326,"46 Coates summit, Gordontown, G7T 9TP",2012-02-10,,G7T 9TP,,
6327,"Studio 70, Morgan park, Lake Jillmouth, DG7 5QZ",2016-04-11,,DG7 5QZ,-3.974324675324676,55.0114
6328,"14 Smith keys, Harveyton, RG9B 4LL",2018-11-08,2018-08-12 00:00:00,RG9B 4LL,,
6329,"6 Smith lake, West Marian, AB5W 0ZL",2018-03-28,,AB5W 0ZL,,
633,"1 Poole trafficway, Kathrynchester, N5B 9UE",2015-09-22,,N5B 9UE,,
6330,"27 Thompson trafficway, Begumfurt, E7 5PH",2007-03-31,,E7 5PH,0.026475,51.5472
6331,"Flat 5, Sandra river, Port Gary, L86 4JZ",2012-03-13,,L86 4JZ,,
6332,"37 Suzanne loop, Martinside, TF5 2LQ",2009-05-22,,TF5 2LQ,-2.55,52.7167
6332,"Studio 25, Dawson prairie, East Lynnmouth, N5 1WX",2021-06-23,2019-12-18 00:00:00,N5 1WX,-0.1,51.55
6333,"770 Neil isle, North Keith, G9T 4QH",2018-10-13,,G9T 4QH,,
6334,"Studio 25, Clements roads, Lake Iainside, E6 3YA",2007-01-07,2020-04-09 00:00:00,E6 3YA,0.049325,51.5333
6335,"7 Cunningham streets, Charlottefurt, M0D 2GQ",2017-06-29,,M0D 2GQ,,
6336,"227 Edwards rapid, Hilaryside, W68 5WW",2004-07-13,,W68 5WW,,
6337,"71 Thompson hollow, Stewartton, N77 0BX",2011-09-07,,N77 0BX,,
6338,"613 Sam locks, North Garryfurt, SW6Y 3QD",2010-10-13,,SW6Y 3QD,,
6339,"Studio 20F, Charlene station, North Clive, SS64 5ED",2015-12-02,,SS64 5ED,,
6339,"418 King landing, Ritaville, N8W 6DB",2018-09-15,,N8W 6DB,,
634,"Flat 0, Taylor gardens, Lake Mohamedtown, SL05 1XZ",2014-08-05,,SL05 1XZ,,
6340,"Studio 37, Young ports, Henryland, NR8 8GJ",2006-06-27,2019-07-29 00:00:00,NR8 8GJ,1.198525,52.6667
6341,"88 Hall wall, Mohammedport, W4 7YB",2009-08-02,,W4 7YB,-0.258,51.4927
6341,"Studio 33Q, Derek glen, East Tony, E57 7TH",2016-06-27,,E57 7TH,,
6342,"52 Danny glen, Mossland, KW49 5TG",2005-12-03,,KW49 5TG,,
6343,"36 Christian springs, West Thomas, RH2 5RB",2008-09-18,,RH2 5RB,-0.21334,51.2353
6344,"Studio 8, George greens, Lake Sophieville, PH02 6JG",2009-07-04,2018-08-11 00:00:00,PH02 6JG,,
6344,"70 Billy highway, Davisberg, HX9 7DA",2011-05-09,,HX9 7DA,,
6344,"1 Terence fields, Woodsmouth, SR03 4NZ",2017-09-20,,SR03 4NZ,,
6345,"33 Foster vista, East Declanville, NE4 1DL",2015-12-25,,NE4 1DL,-1.6447,54.974
6346,"307 Knight cove, South Glenn, E1D 0GL",2010-01-31,,E1D 0GL,,
6347,"5 Bradley island, New Adamshire, L89 1NY",2009-08-25,,L89 1NY,,
6348,"Studio 43L, Marshall station, Millsside, N4U 4DY",2021-02-07,,N4U 4DY,,
6349,"4 Natasha tunnel, West Joanne, W1 8SS",2020-02-16,,W1 8SS,-0.0986428571428571,51.4822
635,"Studio 0, Marcus mews, Port Lewis, WR6R 7XQ",2012-02-25,,WR6R 7XQ,,
635,"01 Shirley mountains, Annfort, L3 0NW",2013-03-21,,L3 0NW,-2.9779,53.4106
635,"084 Green via, South Lorraineland, G66 7BX",2021-04-27,,G66 7BX,-4.154175,55.9407
6350,"Flat 22, Foster terrace, Buckleyland, GU1 7SQ",2005-06-05,,GU1 7SQ,-0.5499999999999999,51.2455
6351,"Studio 6, Matthew hollow, Lake Abigail, CR4N 3DJ",2018-01-22,,CR4N 3DJ,,
6352,"0 Ellie loaf, Wattsfort, LU6R 4LJ",2016-02-19,,LU6R 4LJ,,
6352,"Flat 16, Robinson greens, Dixonmouth, B6B 2HR",2021-02-25,,B6B 2HR,,
6353,"5 Maurice parkways, Woodview, S66 6FZ",2016-01-27,,S66 6FZ,-1.2347,53.4333
6354,"Flat 68, Hilary wall, West Graham, E0J 0BA",2004-09-15,,E0J 0BA,,
6355,"8 Watts expressway, East Joseph, S1E 8LZ",2010-06-01,,S1E 8LZ,,
6356,"Studio 37, Cartwright glen, Birchstad, RG8 1NG",2007-08-21,,RG8 1NG,-1.1104555555555555,51.5314
6357,"701 Gerard track, Woodfurt, SK5H 1YQ",2019-01-11,,SK5H 1YQ,,
6358,"7 Marie ports, East Abbie, WR6 7NW",2012-11-10,2010-11-14 00:00:00,WR6 7NW,-2.390259090909091,52.2107
6359,"9 Teresa cliffs, Alexandraton, G08 6HP",2005-05-26,,G08 6HP,,
636,"21 Bradley ramp, East Stacey, G2B 6XF",2020-01-25,,G2B 6XF,,
6360,"65 Heath burg, North Meganberg, M6T 5AY",2009-04-23,,M6T 5AY,,
6361,"2 Ellie ford, Leeton, M7C 6WU",2005-11-18,,M7C 6WU,,
6362,"7 King knoll, Brownmouth, W2A 5BY",2009-08-05,,W2A 5BY,,
6363,"Studio 58l, Knight ridge, East Hazelburgh, PH5W 2XE",2014-12-07,,PH5W 2XE,,
6364,"Studio 82o, Brown vista, New Ellieborough, NG2X 1AA",2019-05-23,,NG2X 1AA,,
6365,"Studio 73o, Russell pine, Whitefurt, M9 6AG",2011-07-28,,M9 6AG,,
6366,"22 Mary island, Leestad, NE40 7WN",2006-09-13,,NE40 7WN,-1.7631,54.974
6367,"749 Beth ridge, Port Gareth, SP8M 3UH",2012-12-27,,SP8M 3UH,,
6368,"Studio 85F, Gary divide, Jeffreytown, IP28 5PR",2010-04-06,,IP28 5PR,0.577525,52.3113
6369,"Flat 80, Gardner garden, Jonesstad, S7J 9YJ",2020-10-23,,S7J 9YJ,,
637,"Flat 3, Stevens summit, Port Bernardside, L2W 2HW",2008-01-23,2012-06-10 00:00:00,L2W 2HW,,
6370,"Flat 57y, Rita cape, South Thomas, LL78 5ZY",2010-11-28,2019-09-01 00:00:00,LL78 5ZY,-4.2535,53.3359
6370,"Flat 2, Rosie isle, Gailside, LA19 7DU",2018-03-12,,LA19 7DU,-3.3721,54.3117
6371,"20 Luke hill, East Sylviastad, N92 3UT",2007-03-05,2009-10-16 00:00:00,N92 3UT,,
6372,"24 Terry road, New Jay, NG4 6EB",2004-12-23,2021-08-18 00:00:00,NG4 6EB,-1.081,52.9708
6373,"340 Lewis rest, New June, PH30 5GG",2020-12-11,,PH30 5GG,-4.6016,56.7922
6374,"888 Gordon parkways, East Arthurfort, M3 2AP",2006-01-19,,M3 2AP,-2.2374,53.4809
6374,"Flat 36, White station, South Kayleigh, N0 4PR",2008-08-16,,N0 4PR,,
6374,"Flat 1, Connor view, West Leonard, DT1V 9ND",2017-05-05,,DT1V 9ND,,
6375,"74 Wright common, New Rossberg, G0 2TT",2018-11-22,,G0 2TT,,
6376,"Flat 68B, Kirsty ville, North Mohamedchester, L0F 8PF",2006-08-04,,L0F 8PF,,
6377,"44 Marion ports, South Janettown, S98 1WP",2003-12-30,2018-09-11 00:00:00,S98 1WP,-1.4313,53.4041
6378,"34 Adams forges, Lake Aimeetown, BT8 2DG",2006-01-17,,BT8 2DG,-5.9068,54.5504
6379,"Studio 48, Jason tunnel, New Jaytown, TA8 8RU",2006-10-30,,TA8 8RU,-3.0056,51.2647
6379,"1 Cameron street, Lewisbury, WD9 1FD",2008-09-29,2007-09-17 00:00:00,WD9 1FD,,
638,"0 Jones land, Sheilafort, PR04 3SZ",2009-10-30,,PR04 3SZ,,
6380,"Flat 43T, Suzanne cliff, North Max, PR79 7EF",2012-11-19,,PR79 7EF,,
6381,"Studio 27, Williams pass, Lake Annatown, WV60 7DP",2016-04-24,,WV60 7DP,,
6381,"Studio 0, Helen port, Janiceport, B7H 7FQ",2017-07-31,2008-06-05 00:00:00,B7H 7FQ,,
6382,"Flat 7, Jenna lodge, Robertsfort, M52 7BX",2007-09-21,,M52 7BX,,
6382,"Studio 8, Payne ford, Bradleyberg, W8S 2ZU",2010-05-26,,W8S 2ZU,,
6383,"Flat 62, Mills falls, Ryanfort, L4 4YT",2011-02-28,2014-02-18 00:00:00,L4 4YT,-2.9611,53.4378
6383,"75 Parsons curve, New Callumton, M1S 5QX",2020-06-09,,M1S 5QX,,
6384,"Studio 97X, Murphy camp, Lake Kate, JE2A 6DH",2009-05-28,,JE2A 6DH,,
6384,"007 William creek, New Carly, B03 1SD",2017-04-28,,B03 1SD,,
6385,"473 Knight street, North Julia, G9F 8GN",2008-09-01,,G9F 8GN,,
6386,"818 Gibbons plain, Johnsonshire, DD1M 0ZU",2017-05-16,,DD1M 0ZU,,
6387,"Studio 64, Watson curve, New Hilarytown, N7 4XE",2011-04-10,,N7 4XE,-0.1205142857142857,51.5524
6388,"Flat 1, Arthur key, Lindseymouth, PO18 2WS",2011-10-25,,PO18 2WS,-0.8092642857142858,50.9216
6389,"Flat 0, Smith prairie, Palmerfurt, E7B 0PJ",2008-09-18,,E7B 0PJ,,
639,"672 King squares, East Iain, M4U 1NP",2004-09-11,,M4U 1NP,,
639,"Flat 85Z, Emily trafficway, Gerardview, KA60 9DR",2007-05-25,,KA60 9DR,,
639,"Flat 01B, Wilson stravenue, North Hollymouth, GY3 3JJ",2020-09-06,,GY3 3JJ,-2.5377,49.4819
6390,"6 Colin square, Thomasport, WA84 3QQ",2006-04-23,,WA84 3QQ,,
6391,"527 Eileen trail, Lake Patricia, M4 4HT",2014-05-10,2012-07-30 00:00:00,M4 4HT,-2.2374,53.4809
6392,"16 Holmes mission, East Sean, HP4A 5SH",2021-04-28,2018-11-09 00:00:00,HP4A 5SH,,
6393,"Flat 04, Graham ports, Lake Gail, IV48 5HL",2021-10-24,,IV48 5HL,-6.1115,57.3134
6394,"Flat 6, Jones harbor, West Edward, B5 1DG",2009-10-26,2012-03-01 00:00:00,B5 1DG,-1.8998,52.4814
6394,"Flat 40z, Edwards junction, Lydialand, HR3B 6XF",2012-07-13,2018-02-09 00:00:00,HR3B 6XF,,
6394,"Flat 54, Graham port, Clarkport, CB69 9NE",2014-06-20,,CB69 9NE,,
6395,"006 Griffin stravenue, Mitchellhaven, N8S 9NF",2011-02-11,,N8S 9NF,,
6395,"01 Norman pines, Fisherborough, N5D 0AT",2011-05-15,,N5D 0AT,,
6396,"Studio 29, Harry shoal, Nathantown, B24 1DW",2021-04-02,,B24 1DW,-1.809,52.5333
6397,"66 Linda meadow, Edwardsburgh, W9K 8AE",2020-10-10,,W9K 8AE,,
6398,"9 Hicks mills, Michellehaven, W77 2WD",2009-07-21,2019-07-28 00:00:00,W77 2WD,,
6399,"Flat 9, Lorraine viaduct, North Charlottemouth, SL9 5ZZ",2015-02-09,,SL9 5ZZ,-0.5558,51.5975
6399,"2 Hudson courts, Rachelfurt, B5 3UJ",2018-02-08,,B5 3UJ,-1.8998,52.4814
64,"Studio 0, Francesca fork, Port Albertchester, NG2H 7NY",2015-09-13,,NG2H 7NY,,
64,"89 Carolyn islands, Smithbury, TQ45 2TX",2020-02-13,2018-02-26 00:00:00,TQ45 2TX,,
640,"1 Clark fields, East Dominic, CB2 5GP",2015-01-28,,CB2 5GP,0.1240214285714285,52.191
640,"83 Berry manor, Mitchellport, KY9 5EB",2019-08-31,2011-12-28 00:00:00,KY9 5EB,-2.835777777777777,56.2164
640,"Studio 0, Beverley square, Janeberg, L6 0JD",2021-03-22,2012-05-28 00:00:00,L6 0JD,-2.9779,53.4106
6400,"81 Smith grove, Rebeccaburgh, W1 6NU",2017-08-22,,W1 6NU,-0.0986428571428571,51.4822
6400,"Studio 42R, Watts camp, Port Lewisshire, L02 4NY",2021-05-19,,L02 4NY,,
6401,"4 Simpson mountains, North Abdul, NR5 7TE",2005-07-31,,NR5 7TE,1.2189,52.6388
6402,"Studio 5, Clive light, Port Staceyside, HS83 1LR",2018-02-27,2017-08-17 00:00:00,HS83 1LR,,
6403,"Flat 86Y, Clare square, Brownbury, G43 0RL",2006-01-22,,G43 0RL,-4.2962,55.8242
6403,"48 Molly grove, North Malcolmbury, W68 0TQ",2007-06-13,,W68 0TQ,,
6404,"4 Geoffrey centers, Lake Anne, N8 5GE",2004-02-03,,N8 5GE,-0.1158333333333333,51.5825
6404,"44 Mitchell views, Leonardborough, BL5 1LU",2019-04-05,2007-09-16 00:00:00,BL5 1LU,-2.52035,53.5485
6405,"Flat 57, Foster estate, New Stephen, M4T 9XB",2003-12-29,,M4T 9XB,,
6405,"0 Stevens rapid, Brendabury, BL1H 3JN",2008-04-06,,BL1H 3JN,,
6406,"22 Matthew via, Wongburgh, G94 8SY",2004-12-02,2008-10-25 00:00:00,G94 8SY,,
6407,"Studio 97K, Green crossing, West Shane, E0 5WA",2018-08-06,,E0 5WA,,
6408,"6 Williams spring, West Derek, M1J 8GR",2005-11-06,,M1J 8GR,,
6409,"Studio 55J, Jean expressway, West Paula, DE46 1HY",2012-07-16,,DE46 1HY,,
641,"Flat 79e, Mohamed pass, Port Janet, KT7R 9XA",2007-09-13,,KT7R 9XA,,
6410,"19 Simon stravenue, North Helenport, LS8B 2LY",2015-07-03,,LS8B 2LY,,
6411,"835 Timothy cove, Lake Carlyville, E07 4XD",2012-04-25,,E07 4XD,,
6412,"Studio 1, Brown trail, Abigailmouth, LU96 8JW",2019-09-26,2012-04-17 00:00:00,LU96 8JW,,
6413,"Flat 8, Janet island, West Eric, W2 7WH",2019-05-06,,W2 7WH,-0.1886454545454545,51.5156
6414,"Studio 58b, Griffin cliffs, Carolefort, NR6 5TP",2008-10-02,,NR6 5TP,1.27955,52.6618
6415,"Flat 24, Mitchell road, East Antony, NE0Y 1UH",2017-01-10,,NE0Y 1UH,,
6416,"3 Katy overpass, Carterborough, AB93 1GX",2011-06-09,2012-06-04 00:00:00,AB93 1GX,,
6417,"Flat 61, Kerr mission, Foxview, L5B 3RA",2012-06-15,,L5B 3RA,,
6418,"00 Rosie estate, West Terryton, N0H 0DA",2016-05-10,,N0H 0DA,,
6419,"700 Amber avenue, Paulinefurt, BT13 5YE",2011-11-25,,BT13 5YE,-5.959255555555556,54.5833
642,"2 Robinson run, New Norman, E9W 1LQ",2005-08-01,2013-12-13 00:00:00,E9W 1LQ,,
6420,"Studio 82, Brenda land, Lake Emmahaven, TR1N 1ZF",2005-12-19,,TR1N 1ZF,,
6421,"Studio 43E, Brenda center, Dominicview, AB8 4DS",2012-08-21,,AB8 4DS,,
6422,"12 Hill gardens, East Chloe, HS7 6NE",2005-07-09,,HS7 6NE,-7.3401,57.4465
6423,"Flat 3, Jones trace, Tinaport, SA60 6FB",2018-02-10,,SA60 6FB,,
6424,"357 Robinson trail, East Leonard, E51 3HX",2004-02-21,,E51 3HX,,
6424,"Studio 83, Evans highway, Phillipston, HS65 8AL",2007-10-05,2016-12-31 00:00:00,HS65 8AL,,
6424,"Studio 70j, Adam meadow, East Sophie, FY1P 3SG",2019-05-24,,FY1P 3SG,,
6425,"Studio 0, Talbot route, Lake Katie, BL76 2EA",2005-04-21,2008-08-14 00:00:00,BL76 2EA,,
6426,"185 Mandy plains, North Stephenland, RM2M 4ED",2005-08-13,,RM2M 4ED,,
6427,"Flat 52w, Leanne mountain, Paulton, TW0H 4YD",2005-08-28,,TW0H 4YD,,
6428,"Flat 48I, Timothy street, East Christianside, CH63 0BL",2013-11-03,,CH63 0BL,-3.0124,53.3444
6429,"560 Hall extension, Teresaville, W2 9ZT",2015-07-29,,W2 9ZT,-0.1886454545454545,51.5156
643,"9 Stuart square, Lake Stephanie, L9 8QZ",2014-12-28,,L9 8QZ,-2.9534,53.4616
6430,"53 Day circle, Connormouth, CO2 9LG",2006-03-05,,CO2 9LG,0.870775,51.828
6430,"7 Diane key, Jamesland, L56 0RF",2016-06-22,,L56 0RF,,
6431,"Flat 06X, Rogers village, Davieschester, E1W 0DW",2008-03-15,,E1W 0DW,,
6432,"793 Patricia mount, Joannaberg, M2 6QP",2007-03-19,,M2 6QP,-2.2374,53.4809
6432,"Flat 30B, Burton flat, West Joelville, RM7 0LW",2018-06-17,,RM7 0LW,0.1792,51.5602
6433,"Flat 50Y, Daniels junction, Port Hilarymouth, E45 6PR",2013-09-05,,E45 6PR,,
6433,"Flat 20, Wilson meadows, Port Max, E8W 2LX",2020-05-28,,E8W 2LX,,
6433,"Studio 39r, Hannah motorway, Jonesfort, GY7 7GX",2021-08-02,,GY7 7GX,,
6434,"Studio 9, Helen mission, East Danny, SY1Y 1NQ",2009-08-16,,SY1Y 1NQ,,
6435,"Flat 42, Fletcher extensions, Margaretside, G2 8JZ",2015-05-26,,G2 8JZ,-4.2576,55.8651
6435,"491 Rees park, Millershire, TQ7N 5SG",2021-02-27,,TQ7N 5SG,,
6436,"Studio 1, Gallagher station, Lake Mohammedberg, E6 6JF",2007-08-18,,E6 6JF,0.049325,51.5333
6437,"18 Robin road, Frederickton, E1 2YL",2009-11-02,,E1 2YL,-0.0617727272727272,51.5138
6437,"19 Turner square, North Trevorport, KT2H 3DU",2020-09-04,,KT2H 3DU,,
6438,"031 Williams inlet, Oliviahaven, BB7 4ED",2004-03-24,2017-06-16 00:00:00,BB7 4ED,-2.38126,53.9333
6438,"Studio 56, John underpass, New Leanne, S96 4WA",2015-09-11,,S96 4WA,-1.4273,53.4031
6439,"Flat 57p, Jane springs, Riceburgh, L43 4RS",2010-11-29,2020-03-07 00:00:00,L43 4RS,,
6439,"84 Hooper run, Laneview, G5 9ZA",2015-12-24,,G5 9ZA,-4.2576,55.8651
644,"860 Webster falls, Valeriefurt, AL5Y 3ZP",2014-04-11,2021-02-27 00:00:00,AL5Y 3ZP,,
6440,"1 Paul ridges, Port Mauriceshire, JE88 5PA",2009-05-31,,JE88 5PA,,
6440,"5 Holland summit, Cherylmouth, B6H 3UQ",2010-11-20,,B6H 3UQ,,
6441,"40 Stevens shores, Ballmouth, S4K 0AU",2011-04-23,,S4K 0AU,,
6442,"2 Maurice cliff, Owenport, E09 9QJ",2007-01-24,,E09 9QJ,,
6443,"Flat 77R, Morton squares, Port Annaport, FY45 7GT",2020-10-28,,FY45 7GT,,
6444,"33 Johnson valley, Chloefurt, B3E 9XG",2017-02-10,,B3E 9XG,,
6445,"Flat 0, Martin turnpike, Port Oliver, L15 7WA",2006-04-28,,L15 7WA,-2.9206,53.3975
6446,"Studio 27R, Olivia harbor, Hillmouth, CH7 1BW",2004-06-07,,CH7 1BW,-3.163118181818182,53.1721
6447,"Flat 6, Smith ports, West Rogershire, SP0B 8DW",2007-01-09,,SP0B 8DW,,
6448,"4 Matthew bridge, Lake Marcus, M9G 7GN",2019-09-04,2018-10-01 00:00:00,M9G 7GN,,
6449,"966 Gill curve, Port Francisville, DN2 2YL",2016-10-18,,DN2 2YL,-1.1027,53.5334
645,"Flat 5, George corners, South Rachael, B5H 4YL",2018-07-16,,B5H 4YL,,
6450,"Studio 2, Davies village, Bellborough, W17 7NL",2017-06-12,,W17 7NL,,
6451,"767 Briggs roads, East Gail, E29 9XN",2010-07-17,,E29 9XN,,
6451,"28 Williams place, South Heather, RM3 6TU",2012-02-12,,RM3 6TU,0.2329,51.5946
6451,"7 Howells falls, West Jasmine, KA46 4TZ",2016-04-07,,KA46 4TZ,,
6452,"Studio 6, Ali springs, Knightmouth, L5A 8YY",2011-01-09,,L5A 8YY,,
6452,"Flat 9, Porter harbor, Jeffreyton, W53 3QF",2014-01-28,,W53 3QF,,
6453,"06 Taylor dale, Ballville, L0 1TX",2013-07-28,,L0 1TX,,
6454,"Flat 53, Chapman station, Akhtarside, EH2 3RJ",2019-06-10,,EH2 3RJ,-3.1965,55.9521
6455,"Studio 43R, Kenneth road, Coleland, SR17 2TE",2018-10-07,2016-02-26 00:00:00,SR17 2TE,,
6456,"08 Bell groves, Nicholsonberg, G52 8TW",2019-07-26,,G52 8TW,-4.3503,55.8479
6457,"564 Stewart corner, Hydechester, CF4P 6EQ",2019-02-06,,CF4P 6EQ,,
6458,"45 Megan walks, Pamelaville, DD00 8XZ",2015-10-01,,DD00 8XZ,,
6459,"Studio 24Z, Peter fords, North Maureen, LL08 4ND",2018-03-26,,LL08 4ND,,
646,"Flat 98d, Gerald prairie, West Clarestad, NR28 8LD",2007-03-03,,NR28 8LD,1.393570588235294,52.8225
646,"Flat 31m, Jones mill, McCarthyhaven, S4W 2XB",2007-10-24,2019-07-27 00:00:00,S4W 2XB,,
6460,"Flat 9, Kaur prairie, New Sallyport, BN4W 5GN",2008-11-05,,BN4W 5GN,,
6461,"Flat 43, Evans inlet, Hoopermouth, BT0 4ZZ",2007-08-10,,BT0 4ZZ,,
6462,"Flat 84, Lewis lodge, Port Benjamin, BT95 4ZA",2005-11-07,,BT95 4ZA,,
6462,"9 O'Connor freeway, Hazelburgh, SM8B 7JZ",2016-03-08,,SM8B 7JZ,,
6462,"Studio 42r, Mohammed rest, Patelshire, GU39 3EE",2016-06-06,2010-06-09 00:00:00,GU39 3EE,,
