pernos,initials,sex,address,postcode,mobNumber,homeNumber,workNumber,marketing,goneAway,value
6561,QL,1,"Studio 5, Rosemary manors, South Charlene, G0C 5XW",G0C 5XW,+4420 7496 0799,+448081570627,+44(0)28 9018 0922,yes,0,710.0
6562,PD,2,"0 Natasha tunnel, Aimeeton, KA0N 4FZ",KA0N 4FZ,03069990019,+44115 4960866,+44(0)1632 960643,no,1,30539.93408018671
6563,TF,1,"Flat 38, Watts camp, Port Danny, N6 4GT",N6 4GT,+44113 4960369,0115 496 0092,0117 4960808,no,1,28252.17296632495
6564,CZ,2,"Flat 50n, Malcolm junctions, South Charlie, G99 9NT",G99 9NT,+44(0)115 4960631,+44191 496 0531,+4428 9018878,no,0,710.0
6565,GF,0,"681 Andrews estates, Francescachester, NP62 6QG",NP62 6QG,+44113 496 0706,0131 4960025,(0131) 496 0765,no,1,212857.17408945042
6566,CQ,0,"53 Williams roads, Halltown, L5D 3BB",L5D 3BB,(0117) 496 0768,(0161) 496 0066,(0115) 496 0855,no,0,710.0
6567,TC,1,"Studio 1, Coles crescent, Port Claremouth, M75 8YX",M75 8YX,+44(0)1144960074,(0161)4960882,+44(0)1154960923,yes,0,221309.6330617192
6568,HW,0,"43 Mary brooks, Carterfort, TQ40 5GJ",TQ40 5GJ,01414960582,+44(0)28 9018263,+44(0)191 496 0430,no,0,31135.635901723264
6569,KL,2,"Studio 70, Albert flat, Dominicfurt, WC8R 6AU",WC8R 6AU,01214960485,(01632) 960 525,0909 879 0499,no,0,710.0
6570,GU,2,"Studio 45, Trevor parkway, East Teresaburgh, E90 4BX",E90 4BX,+44113 4960081,+44(0)3069990429,+44(0)1134960395,no,0,710.0
6571,NT,0,"Flat 65B, Marsh court, North Jodie, NG5 8PS",NG5 8PS,+44115 496 0925,+4420 74960186,+44131 496 0720,yes,0,30758.672656993986
6572,XX,2,"08 Simpson station, Edwardtown, N9D 4PD",N9D 4PD,+44131 4960968,0117 4960985,+44(0)115 496 0668,no,0,710.0
6573,CM,0,"1 Andrew expressway, Pollardburgh, L96 6FZ",L96 6FZ,(028) 9018 0915,(01632) 960 471,+44(0)28 9018 0369,no,1,28910.56924696501
6574,JM,1,"3 Franklin island, Leannetown, WS8 6ZJ",WS8 6ZJ,+44141 4960963,+44151 496 0450,+44(0)141 496 0849,yes,0,32559.56864210663
6575,IW,0,"02 Marshall fork, East Michaelburgh, LS0R 8JT",LS0R 8JT,(0114) 496 0944,(0114) 4960718,+441134960869,no,1,710.0
6576,YL,1,"Studio 32, Mathew villages, Kerrburgh, HU9V 3TS",HU9V 3TS,(0116)4960682,+44113 4960817,+44(0)1514960682,yes,0,710.0
6577,BI,2,"920 Jones brooks, Knightport, L4 4GE",L4 4GE,+44116 4960529,(0116) 4960774,+44121 496 0177,yes,0,710.0
6578,RM,2,"7 Spencer greens, New Melanie, E1K 8RE",E1K 8RE,0141 4960137,(0116) 496 0305,(029) 2018774,yes,1,202561.49451071527
6579,GZ,0,"17 Anna ridges, Smithchester, PE0 6UR",PE0 6UR,+44114 4960184,(0115) 496 0026,01214960392,yes,0,710.0
6580,GZ,0,"582 Murphy burg, East Martinport, IM02 4GT",IM02 4GT,(0116) 496 0465,(0306) 999 0734,0131 4960665,no,1,50004.42159993625
6581,JN,2,"0 Vincent dam, New Annettechester, JE6A 0GW",JE6A 0GW,(028) 9018880,+441914960474,(0113)4960662,yes,0,710.0
6582,VZ,1,"Studio 32, Frederick ville, Davischester, CB5 6YG",CB5 6YG,(0151) 4960778,+44(0)909 8790174,+44118 496 0184,yes,0,710.0
6583,PF,0,"36 Ann port, Jessicastad, E2H 7JA",E2H 7JA,+44161 4960311,+44(0)29 2018857,+4420 74960224,no,0,710.0
6584,VG,1,"807 Payne via, Jonesbury, G2K 9LU",G2K 9LU,+448081570686,+441134960241,(0909)8790060,no,0,710.0
6585,FY,2,"61 Moss wall, Winterburgh, RG5 5ZG",RG5 5ZG,+44(0)115 4960213,+44(0)1632960889,(029) 2018049,yes,0,90792.56090653183
6586,EO,2,"Flat 6, Dale hill, South Gillianton, HX5 6DU",HX5 6DU,+44(0)141 496 0729,0306 9990578,+44(0)8081570053,yes,0,50899.07540676404
6587,QW,2,"Studio 92a, Williamson cliffs, Matthewtown, W29 5PA",W29 5PA,+44(0)191 496 0605,+44(0)1184960648,+443069990569,yes,0,88511.76475388066
6588,ZS,2,"Flat 1, Owens forks, Teresaberg, PL6X 8GT",PL6X 8GT,01514960877,+44151 4960592,0131 496 0646,no,0,710.0
6589,DU,2,"02 Mills rest, Michaelmouth, GL1A 9ZX",GL1A 9ZX,(0115)4960053,+44(0)121 496 0072,(0115) 496 0497,yes,0,29556.49694200243
6590,DL,2,"Studio 63, Bruce divide, East Staceyview, WD1B 4YJ",WD1B 4YJ,0118 4960524,(0161) 4960220,0161 4960740,yes,0,29602.461350687143
6591,KM,2,"5 Leigh spring, Port Elaine, M3 4JF",M3 4JF,+44808 157 0307,(0808) 1570924,+449098790334,yes,0,32008.42538468085
6592,GD,0,"61 Miah mall, Annettestad, SL36 1WY",SL36 1WY,+441164960533,+441914960745,(0909) 879 0020,yes,1,31865.576572053877
6593,YA,1,"9 Scott stream, Atkinsontown, W7 6UP",W7 6UP,+44909 879 0063,+44(0)1134960239,(020)74960371,yes,0,710.0
6594,JK,2,"095 Callum park, Amberfurt, WN0 5PR",WN0 5PR,+449098790405,(0161) 4960673,01214960768,yes,0,31347.885949983676
6595,OV,1,"Studio 20l, Black manor, Port Janefort, S20 2UN",S20 2UN,(029) 2018 0278,0117 496 0845,+44(0)118 496 0055,yes,0,710.0
6596,CT,2,"772 Carly hollow, East Edward, KA3 5AU",KA3 5AU,+44(0)141 496 0052,(0141) 4960968,+4428 9018 0255,no,0,710.0
6597,HD,0,"12 Hughes tunnel, Daviston, N92 9GA",N92 9GA,+44131 4960928,(028)9018269,(0808) 157 0528,no,0,68830.00542588053
6598,FQ,2,"06 Wood courts, Coxton, B29 7ZE",B29 7ZE,(0131)4960786,+44(0)117 496 0342,+44(0)1614960827,yes,0,253111.95656137398
6599,QE,2,"Studio 76Q, Nicholls vista, North Steven, N5 5NL",N5 5NL,+44113 496 0159,+44(0)115 4960966,08081570796,yes,0,710.0
6600,US,2,"Studio 3, Simpson fields, East Margaretmouth, TF6V 4HP",TF6V 4HP,+44(0)1314960591,+44(0)191 4960685,+442074960662,no,0,30644.006315835897
6601,PD,2,"Studio 42x, Joan manors, New Suzannefort, E75 1XY",E75 1XY,+44(0)114 4960110,+44(0)151 4960654,+44(0)8081570869,yes,0,134377.45615362696
6602,RM,1,"38 Parkinson ferry, Davidmouth, TD7 0TN",TD7 0TN,+44(0)289018442,+44141 496 0189,0161 496 0572,no,0,70292.63979171042
6603,AB,0,"Studio 90A, Rachel shore, Howellfort, E9 9WE",E9 9WE,+44(0)1154960772,+44909 879 0810,+44121 4960843,yes,0,75480.73922478396
6604,UX,2,"25 Jack trace, Lake Ellie, W2 0XL",W2 0XL,(0118) 4960929,+44(0)114 496 0686,0116 4960958,no,0,255643.1514037514
6605,DL,2,"458 Thompson glen, Walkerborough, G14 2AX",G14 2AX,0113 4960755,0141 4960856,+44(0)131 4960478,no,0,710.0
6606,EZ,1,"Flat 21, Patrick avenue, Helenfort, HD0P 6XA",HD0P 6XA,+44114 4960080,+44117 496 0214,(028) 9018857,no,0,710.0
6607,KD,0,"Studio 1, Valerie island, South Carolinechester, S3W 8PS",S3W 8PS,+44(0)131 496 0364,+44(0)131 4960797,+44(0)141 4960468,yes,0,710.0
6608,IL,0,"Studio 5, Karl corners, Marcshire, E8 3HJ",E8 3HJ,0141 4960582,0121 4960134,+44117 4960867,no,0,710.0
6609,OE,0,"4 Liam rapid, New Guyport, LD1 8DS",LD1 8DS,+44(0)1174960619,(0114) 4960234,(028) 9018 0956,no,0,116459.616798342
6610,IN,0,"Flat 23x, Marie garden, Josephton, W60 1RH",W60 1RH,01174960714,+4428 9018 0257,+44113 496 0243,no,0,31215.111272695634
6611,TE,2,"Studio 02B, Brown park, New Natalie, DY70 6EJ",DY70 6EJ,+449098790387,+44(0)909 8790337,+44(0)141 4960713,no,0,710.0
6612,DV,0,"332 Brandon island, Woodsside, BR4 2QF",BR4 2QF,+44(0)191 4960838,+441314960918,01914960470,no,1,710.0
6613,YB,2,"0 Jones mountains, Port Kennethfort, PL9P 9RT",PL9P 9RT,+44118 4960915,(0141) 496 0816,01514960385,yes,0,710.0
6614,IO,0,"Flat 09y, Taylor well, Teresaside, W4 2YH",W4 2YH,01314960455,+4429 2018369,+44289018522,yes,1,261920.73428440315
6615,ZN,0,"10 Watson mission, South Joanne, G7 4TX",G7 4TX,+44(0)1632960065,+44(0)306 9990489,01174960214,yes,0,63580.59439276129
6616,KE,1,"2 Howells way, Port Derek, E6 5NE",E6 5NE,029 2018 0534,(028) 9018792,+44(0)289018389,no,0,29306.310727652613
6617,AI,2,"Flat 94R, Bird loaf, Lyndachester, M5W 4WU",M5W 4WU,01174960216,+44116 496 0106,+44(0)306 999 0163,yes,0,31477.164466712493
6618,PS,1,"Flat 45, Mann trafficway, Port Jenniferberg, M2D 5XD",M2D 5XD,0306 9990539,+44(0)29 2018 0601,(0117) 496 0668,yes,0,281568.29997832945
6619,OO,2,"59 Claire burgs, Dylantown, E9 5YU",E9 5YU,+44131 496 0194,01914960878,+44113 496 0209,no,0,710.0
6620,OW,2,"211 Damien creek, Johnstonhaven, W75 2AG",W75 2AG,(0118) 4960228,+44121 4960177,(0191) 496 0461,no,0,31477.260718606412
6621,MD,2,"32 Butler locks, Guymouth, IP90 6BH",IP90 6BH,+44151 496 0276,+44121 496 0866,+44(0)113 496 0846,no,0,31317.0494261319
6622,RA,1,"Flat 85, Hopkins glens, Bethanystad, EX0H 0HX",EX0H 0HX,02074960472,+44(0)1174960155,+44(0)113 4960071,no,0,29035.398647309397
6623,BY,0,"Flat 51X, Adams lock, Port Sheila, HA51 0LE",HA51 0LE,0116 4960217,+44161 496 0993,0306 9990253,no,0,84234.07727841705
6624,LN,0,"Studio 29e, Hudson village, New Robin, AL1V 0YQ",AL1V 0YQ,+44(0)117 496 0332,+44(0)1632960790,+44(0)1314960345,yes,0,105477.23624844295
6625,LZ,0,"Flat 04K, Wright canyon, Leanneborough, PE2Y 4EQ",PE2Y 4EQ,+44(0)1214960633,0151 4960783,0141 496 0090,no,0,29234.61312951812
6626,RS,2,"Studio 98l, Jake light, West Nicolaton, IM3 3RA",IM3 3RA,+44(0)1632 960861,(028)9018278,020 74960144,no,0,30182.349770372188
6627,JP,2,"Flat 06G, Guy canyon, Port Harriet, KT18 5ZD",KT18 5ZD,0117 496 0472,(0808)1570735,+44141 4960730,no,0,36524.2552850355
6628,VM,1,"885 Mohammed circles, Greenbury, W83 7UX",W83 7UX,+4429 2018896,+44(0)20 74960536,+44(0)2074960522,yes,1,710.0
6629,KE,1,"53 Pratt port, Kaurland, TN47 4XZ",TN47 4XZ,0114 4960070,+44(0)117 4960028,+44909 8790499,yes,0,109570.26683229848
6630,MP,2,"Flat 09, Dawn oval, Port Jillside, DE71 5RZ",DE71 5RZ,(0118) 4960131,+441144960062,+441214960139,no,0,232983.76304663465
6631,BI,1,"Flat 8, Philip stream, Hazelmouth, W48 1WZ",W48 1WZ,(029) 2018140,(0117)4960999,+44141 496 0834,no,0,31113.11679449249
6632,OG,2,"0 Damian trail, East Markport, GU4 1JU",GU4 1JU,0114 4960374,+441184960928,0114 4960703,no,1,30208.671189511628
6633,VP,1,"Flat 67J, Jackson viaduct, Martinview, RM4R 4QU",RM4R 4QU,+44118 4960011,(0115) 4960861,(0113) 496 0551,yes,1,118937.5584838165
6634,BZ,0,"Flat 60, Cameron oval, Lake Nicoleburgh, EX5 3EX",EX5 3EX,01614960312,+441214960919,+44(0)161 496 0725,yes,0,710.0
6635,RN,2,"Flat 79Q, Wheeler branch, West Matthew, W5 0WP",W5 0WP,01144960784,(0909) 8790084,+44(0)131 496 0737,no,0,175657.43295468905
6636,SX,1,"992 Campbell falls, Craigtown, DY90 9LA",DY90 9LA,+44118 496 0076,(0116)4960159,0141 496 0114,yes,0,29735.737215074565
6637,VK,1,"Flat 2, Young summit, Teresamouth, GY46 2RY",GY46 2RY,020 74960882,(0909) 879 0007,+44(0)115 496 0702,no,0,268032.3751934261
6638,AS,0,"8 Howard river, Lake Elaine, E5E 4RE",E5E 4RE,(029) 2018803,(020) 74960927,+44(0)1632 960 336,no,0,710.0
6639,RK,1,"021 Simon lake, East Mathewberg, DA36 9PS",DA36 9PS,+44116 4960421,+44909 879 0008,+44(0)161 496 0861,no,0,237436.66197771905
6640,LI,2,"9 Garry tunnel, New Colinberg, DA78 8QT",DA78 8QT,01134960310,+44114 4960322,0115 4960974,no,0,133815.13811798976
6641,FR,0,"Studio 24G, Frederick spur, Hilaryhaven, WR9 9NP",WR9 9NP,(0115) 4960212,028 9018 0093,(0191) 4960872,yes,0,86997.78203040804
6642,DA,1,"Flat 77L, Marie port, Leighville, S12 8UE",S12 8UE,+441614960948,+44(0)151 496 0780,+44(0)1174960126,yes,0,710.0
6643,EH,2,"556 Lauren extension, Mohammedfurt, S34 2SP",S34 2SP,(0141) 496 0522,(0141) 496 0695,(020)74960830,no,0,30742.20939142453
6644,BJ,1,"703 Williams flat, Pamelashire, M8H 7FF",M8H 7FF,0113 496 0926,0909 879 0149,(0161) 496 0532,no,0,32754.221206390077
6645,LF,2,"Flat 54, Samantha shores, South Denis, CA6 2TH",CA6 2TH,+44(0)20 74960051,+44808 157 0903,+441632 960 400,yes,0,259146.57195652518
6646,LM,0,"Flat 52x, Ashleigh stravenue, Fisherland, S79 8UX",S79 8UX,+44117 4960808,029 2018 0430,+44(0)1514960466,yes,0,710.0
6647,RY,1,"Studio 1, Barber port, Lake Jessica, AB4 5LP",AB4 5LP,+44(0)1164960927,+44(0)161 496 0022,+44(0)141 496 0841,yes,0,710.0
6648,VB,0,"Flat 63, Walker mountains, Jonesmouth, S00 0QR",S00 0QR,+44(0)306 9990802,(0118) 4960604,0191 498 0756,no,0,30487.87710694972
6649,XZ,2,"6 James lake, Darrenberg, M97 4WJ",M97 4WJ,0141 4960416,+441164960582,+44(0)1214960253,no,0,710.0
6650,IZ,2,"Flat 55e, Kaur spur, Lanefurt, M0 6EH",M0 6EH,01614960109,(0113)4960293,(0121) 4960647,no,0,710.0
6651,KH,0,"Studio 42H, Sophie shoal, Harryview, HP68 0HA",HP68 0HA,(0191) 496 0101,+44191 4960872,+44115 496 0033,no,1,34487.39982862357
6652,CO,0,"Flat 75, Wallis spring, Port Lorraine, WA6W 1EH",WA6W 1EH,(0808) 157 0418,+448081570312,+44808 1570123,no,0,132601.88920711403
6653,AC,0,"Studio 79I, David valleys, Martynton, WN3 1LU",WN3 1LU,0808 157 0187,029 2018 0544,+44(0)161 496 0994,yes,0,201728.87909447696
6654,FF,1,"Studio 8, Cook garden, New Gary, M75 0AG",M75 0AG,+441314960830,+441914960554,(029) 2018 0210,no,1,31494.64304228777
6655,LQ,0,"Flat 77, Jay neck, Jakefurt, SW4P 3PL",SW4P 3PL,+441134960184,+44(0)292018277,(029) 2018 0988,no,0,247876.2026545948
6656,IX,1,"93 Hill crossroad, East Kathleenbury, BT16 6SW",BT16 6SW,0118 496 0470,(0141) 496 0967,0808 1570582,no,0,28901.997881534382
6657,UJ,1,"10 Bethan causeway, North Debraborough, G1 1AP",G1 1AP,+44808 157 0661,+44(0)909 879 0996,+44(0)909 8790712,no,0,32754.08031419897
6658,KW,2,"Flat 45, Lowe point, Elliottside, TQ4P 4ZY",TQ4P 4ZY,+44131 496 0308,0121 496 0320,(0151)4960569,no,0,710.0
6659,FL,0,"Studio 18n, Andrew islands, Curtisburgh, W3H 7RR",W3H 7RR,+44121 4960170,0292018265,+44116 496 0788,yes,0,178212.71763992056
6660,KT,1,"Flat 46, Jonathan vista, West Robertfort, BB1 9RX",BB1 9RX,+44(0)116 4960664,0808 1570722,(0118)4960115,yes,0,710.0
6661,QR,0,"8 Cross pass, Bethanyland, LE98 9XJ",LE98 9XJ,+4429 2018 0339,0116 4960188,+44(0)1614960585,no,0,233888.99970996866
6662,QL,1,"6 Perry ford, Anthonybury, L0 4UJ",L0 4UJ,+44292018780,(0909) 8790039,029 2018050,yes,0,31175.804246257263
6663,UG,1,"Studio 48D, Natalie ferry, South Kimberleyside, N3U 3BU",N3U 3BU,(0113) 4960320,03069990126,0808 157 0385,no,0,710.0
6664,US,2,"0 Marc oval, East Kirstystad, DH6M 3RP",DH6M 3RP,+44(0)1164960612,+44118 496 0293,+44(0)116 496 0673,no,0,710.0
6665,VI,0,"Studio 13, Callum islands, New Rosemaryborough, M2J 6YF",M2J 6YF,+44(0)1914960456,+44(0)28 9018 0181,(0131) 4960883,no,0,710.0
6666,CD,2,"5 Paige fall, Greenmouth, N0T 6YE",N0T 6YE,0191 498 0559,01632 960 374,+44115 496 0826,no,0,31469.909379229703
6667,MM,2,"Flat 64z, Young parkway, Ashleighhaven, L38 2PU",L38 2PU,+44(0)289018607,+44(0)121 496 0799,+44131 4960807,yes,0,710.0
6668,CL,2,"29 Lydia brooks, Smithmouth, L0 8WY",L0 8WY,0118 4960936,+44(0)306 9990150,+44(0)118 496 0820,no,0,710.0
6669,SQ,0,"Flat 68c, Sims centers, North Yvonneville, KW14 6FA",KW14 6FA,(0121) 496 0592,(0808) 1570798,0141 496 0099,yes,0,54548.62509354501
6670,YF,0,"4 Jones point, Lake Shaunside, TN2H 2RQ",TN2H 2RQ,(0118) 4960562,(01632) 960016,01314960052,yes,0,42859.688591203296
6671,OG,2,"Flat 64A, Josephine hollow, Lake Harryshire, FY7 4RN",FY7 4RN,+4429 2018 0291,+44(0)1314960366,(029)2018926,yes,0,30656.53279967162
6672,MQ,0,"5 Jeremy forges, South Yvonne, W1E 9HJ",W1E 9HJ,+44116 496 0387,0117 496 0321,+441414960971,no,0,112851.51810580616
6673,LA,0,"Flat 1, Kayleigh trace, New Henry, PH02 3GH",PH02 3GH,+443069990708,(0114)4960838,01314960242,no,0,29781.59487860489
6674,NX,0,"Studio 52, Edwards terrace, Joannastad, SK9 6BP",SK9 6BP,+443069990088,+44808 157 0081,(0115)4960119,yes,0,710.0
6675,LJ,0,"67 Stanley place, Bentleyton, S9A 1RP",S9A 1RP,(0131) 4960719,+44(0)114 496 0922,(0151) 496 0952,no,0,31055.678691747973
6676,RJ,2,"247 Francis bridge, New Jenna, S7D 4EA",S7D 4EA,01134960563,(0141) 496 0894,+44306 9990027,no,1,32219.12969739316
6677,KA,1,"66 Watts pine, New Malcolm, SE0 0DQ",SE0 0DQ,+44(0)151 4960340,(0116) 4960446,+44(0)306 999 0457,yes,0,710.0
6678,XJ,1,"16 Julie corner, New Brianville, LU58 9SH",LU58 9SH,+441614960158,(0121)4960247,(0808) 157 0565,no,0,31832.882186867882
6679,RJ,0,"5 Bryan knoll, Gavinland, N99 9YL",N99 9YL,01632 960 934,+44(0)28 9018161,+441632960944,yes,1,230175.64737738788
6680,YO,1,"178 Amanda road, North Jeffrey, M6 0DQ",M6 0DQ,0306 9990893,+44113 496 0742,+44909 879 0980,yes,0,710.0
6681,WI,2,"Studio 78, Norris cape, New Joyceborough, CH7A 5BS",CH7A 5BS,+44(0)1154960148,0115 496 0688,0306 999 0698,no,0,110927.62668822447
6682,JW,0,"Studio 56J, Kelly streets, Daviesbury, SN6M 3FS",SN6M 3FS,+44(0)121 4960967,+44(0)1632 960 098,+44(0)131 496 0399,no,0,33047.68715496534
6683,ZD,0,"Studio 85V, Thompson brooks, Randalltown, SG8V 7BL",SG8V 7BL,(0117)4960077,(0113) 496 0321,+44(0)1134960064,no,0,710.0
6684,TF,1,"35 Ross village, Evansport, HS0 8XJ",HS0 8XJ,0117 4960763,+44(0)117 4960485,0114 4960316,yes,0,32719.85345256847
6685,PB,2,"351 Howell corners, Milesland, L7T 3AG",L7T 3AG,+44(0)1314960269,(0306) 9990153,(029)2018200,no,0,108175.88286179445
6686,JC,2,"Flat 21, Brandon plains, Juliemouth, PL73 2RF",PL73 2RF,0909 879 0730,+44(0)20 74960229,(0131)4960716,no,1,155019.6621385296
6687,TU,2,"8 Hall haven, Greenwoodport, TF6H 5DB",TF6H 5DB,(0113)4960126,0289018661,+44(0)151 496 0738,yes,0,29716.49771444267
6688,FQ,2,"Flat 28, Edward motorway, South Cameron, W9E 3DZ",W9E 3DZ,+44(0)8081570154,(0131) 496 0651,+44(0)151 4960328,yes,0,32392.176277906838
6689,MQ,2,"21 Baker mountain, Lake Dianaview, M22 1GD",M22 1GD,(020)74960117,(0909) 879 0258,+44808 157 0844,no,0,260208.06042719583
6690,TF,0,"Studio 58, Phillip way, West Shaunfort, B0U 6UE",B0U 6UE,+44909 8790514,(0909) 879 0933,+44(0)8081570414,yes,0,710.0
6691,FJ,0,"Flat 66z, Michelle spur, Chelseachester, WC0 2NB",WC0 2NB,+44(0)1614960796,(0115)4960205,+44(0)131 4960892,no,0,31593.758388816997
6692,YK,2,"15 Connor crossing, Natalieberg, PE75 7XZ",PE75 7XZ,(0151) 4960621,(028) 9018 0991,(0115) 496 0703,no,0,32100.26285478429
6693,FP,0,"Flat 61O, Brenda stream, Smithport, TD15 7FL",TD15 7FL,+44(0)20 74960247,+441174960983,+44(0)141 4960061,no,0,143958.46461477905
6694,WU,0,"Studio 82U, Henry groves, Woodton, L6 2FN",L6 2FN,(0114)4960460,(0141) 4960646,(029) 2018995,yes,0,235233.59621458265
6695,AV,0,"Flat 7, Bethan cliff, East Suzanne, HD26 0QQ",HD26 0QQ,(028) 9018 0855,+44(0)115 4960738,+44(0)131 4960427,no,0,148915.67908195916
6696,FN,2,"550 Nigel islands, South Kyle, S7F 7UX",S7F 7UX,(0117) 496 0836,01314960710,+44116 4960987,yes,0,234350.54377626468
6697,BK,1,"2 Bethany glens, Dorothyview, AL65 4PZ",AL65 4PZ,+44131 4960294,0116 496 0339,0141 496 0774,yes,0,710.0
6698,UC,1,"650 Gareth valley, East Stephanie, TR35 4AZ",TR35 4AZ,01314960119,0115 496 0490,+44(0)1414960544,no,0,710.0
6699,OF,0,"12 Williamson overpass, West Phillipfurt, BT2 6SX",BT2 6SX,+4420 74960037,(029)2018652,(028) 9018459,yes,1,710.0
6700,FR,2,"3 Bailey path, Port Brucebury, SR1X 3WA",SR1X 3WA,(0114) 496 0827,+44131 4960012,0151 496 0866,yes,1,41499.125960000994
6701,GV,1,"Studio 14Z, Gregory hollow, Lake Lindseyland, SE89 1AR",SE89 1AR,+44(0)292018845,+4429 2018 0594,+44(0)1144960331,yes,0,8853.57178101384
6702,VG,2,"62 Aaron mountains, Lake Leahstad, IG1Y 5TQ",IG1Y 5TQ,0121 496 0824,0306 999 0064,+44(0)28 9018 0199,no,0,105628.52257494353
6703,UP,0,"81 Joanne valley, North Paula, BT6B 7NJ",BT6B 7NJ,0292018196,+44(0)118 496 0117,(0116) 496 0776,yes,0,710.0
6704,DB,1,"41 Nicole mountains, Port Jodie, HA6 2LZ",HA6 2LZ,(0161) 4960026,+44116 496 0055,(0121)4960429,no,0,30912.803980378376
6705,KX,2,"Flat 00J, Short park, Frasershire, N6 8AP",N6 8AP,(0306) 999 0219,01144960876,0909 8790877,yes,0,33535.67530894175
6706,XJ,2,"Studio 43G, Clarke union, Shawfort, CM57 8QA",CM57 8QA,(0113)4960791,0808 1570619,0161 4960505,yes,0,32693.158553862926
6707,UQ,2,"Flat 9, Robinson roads, Port Shirleyberg, WN9E 3QT",WN9E 3QT,+44151 4960054,+44(0)289018942,+44(0)909 8790751,no,0,710.0
6708,MW,2,"29 Sharpe mountain, Carolefort, M4 1LP",M4 1LP,+44(0)131 4960602,01632 960 330,0292018896,yes,0,102685.63150217863
6709,TM,0,"Studio 1, Jacob ramp, West Victor, TF9Y 2JU",TF9Y 2JU,(0808)1570819,+44(0)28 9018 0484,(0141) 4960412,no,0,710.0
6710,GC,2,"Flat 64O, Martin view, New Hollyfurt, S55 4DD",S55 4DD,0306 999 0810,(0161)4960493,(0151)4960094,yes,0,123040.92915566458
6711,MG,0,"982 Matthew cove, New Emmafort, S3A 2RG",S3A 2RG,0191 4960879,(0121) 4960004,0289018400,no,0,710.0
6712,GS,1,"Flat 33q, West lane, Wrightview, S0 9BN",S0 9BN,(0909) 879 0444,+44(0)118 4960334,(020) 7496 0227,no,0,34862.592674048836
6713,JI,2,"Flat 63, Dean via, East Douglas, L5E 2EL",L5E 2EL,(0909)8790004,+448081570281,0191 4960683,no,0,93787.64150520881
6714,UD,1,"066 McLean courts, Smithport, CV8R 9HH",CV8R 9HH,08081570173,+44118 496 0958,+441164960358,yes,0,30197.766685842576
6715,QL,2,"35 Eleanor burgs, South Alexandershire, HR8 1EU",HR8 1EU,(0909) 8790310,+44(0)113 496 0239,+44151 4960949,no,0,234655.7099098425
6716,RT,1,"Studio 03F, Watts underpass, New Julia, W91 4EH",W91 4EH,0141 496 0608,(0117)4960463,+44121 4960944,no,0,710.0
6717,SZ,1,"Studio 85, Stewart well, Lake Victoria, NR5E 6JX",NR5E 6JX,0151 4960801,0115 4960255,+441414960152,no,0,710.0
6718,PD,2,"Studio 92t, Aimee crossing, North Connor, N8D 2TW",N8D 2TW,+44(0)28 9018 0106,01134960179,0292018951,yes,0,114926.31764581372
6719,EC,1,"353 Mandy rapid, Marshallfurt, PH8 0WX",PH8 0WX,+44(0)1174960538,(0191)4960604,(0131) 4960641,no,1,710.0
6720,FG,1,"Flat 6, Ruth lakes, New Denis, CV7B 1HH",CV7B 1HH,0191 498 0299,02074960837,09098790856,no,0,63718.41974744698
6721,HV,0,"Studio 82h, Rachel field, Cunninghamtown, E68 5SS",E68 5SS,+44808 1570995,0114 496 0953,+44808 157 0847,yes,0,31166.848376380105
6722,QF,2,"Studio 21, Harding viaduct, Lake Stanley, NE7 4DS",NE7 4DS,029 2018710,01174960707,0191 498 0642,yes,1,167678.6405374284
6723,MQ,2,"Flat 68, June falls, Joeltown, L0 7FJ",L0 7FJ,0808 1570881,(0115) 496 0957,+44161 4960521,no,0,31650.62361172083
6724,TU,2,"Studio 54E, Billy park, Gregoryport, DG47 4YD",DG47 4YD,+441154960395,+44(0)116 496 0773,(029) 2018 0275,yes,0,29198.051953185295
6725,FM,2,"Studio 4, Kim mill, North Julia, HD3 4TW",HD3 4TW,+441632 960078,+44(0)1414960497,+44(0)191 4960721,yes,0,29480.228074605173
6726,AU,0,"Studio 65, Thomas ranch, Shanefort, B10 6BH",B10 6BH,(0118) 4960311,+441632 960022,+441174960782,yes,0,31134.99320188831
6727,BH,2,"2 Murray valleys, Lake Edward, S5 8BF",S5 8BF,+44(0)121 496 0431,+441314960686,+44(0)808 1570284,yes,0,30672.44922996796
6728,QI,2,"Flat 9, North extensions, South Rhysberg, E05 7ES",E05 7ES,(0141) 4960333,+44(0)9098790685,(0121) 4960975,no,0,31487.424859158153
6729,HM,0,"Studio 0, Clive fork, Leebury, W1 7EL",W1 7EL,020 7946 0908,(0151)4960528,(0113) 496 0896,yes,0,30558.59774697965
6730,LC,0,"Flat 4, Thorpe green, New Adrianshire, N13 3DU",N13 3DU,0141 496 0500,+44(0)289018582,+44(0)131 496 0951,no,0,710.0
6731,IG,2,"502 Terry mission, Rossstad, AB2Y 9DB",AB2Y 9DB,0306 999 0180,0115 4960522,(01632) 960 197,no,0,177444.6359721934
6732,XV,2,"Studio 09u, Herbert way, Simsbury, M3 5YE",M3 5YE,+441632 960 686,01614960839,+44(0)28 9018 0292,no,0,30077.830911463556
6733,XD,2,"Flat 7, Bruce islands, Stevensonmouth, N56 9PG",N56 9PG,+443069990528,(0909)8790686,+441632 960781,no,1,31749.871250548487
